Delta,J,absmin_cos,energy,h,min_cos,state,t
2.0,0.04081632653061224,1.0,-1.5827807517206522,0.0,1.0,1,1
0.0,0.08163265306122448,1.0,-0.7182524254288059,0.0,1.0,1,1
0.04081632653061224,0.08163265306122448,1.0,-0.7204198266329218,0.0,1.0,1,1
0.08163265306122448,0.08163265306122448,1.0,-0.7254620406609532,0.0,1.0,1,1
0.12244897959183673,0.08163265306122448,1.0,-0.7325703487859877,0.0,1.0,1,1
0.16326530612244897,0.08163265306122448,1.0,-0.7413322183847836,0.0,1.0,1,1
0.2040816326530612,0.08163265306122448,1.0,-0.7514731420557734,0.0,1.0,1,1
0.24489795918367346,0.08163265306122448,1.0,-0.7627921634809147,0.0,1.0,1,1
0.2857142857142857,0.08163265306122448,1.0,-0.77513419034386,0.0,1.0,1,1
0.32653061224489793,0.08163265306122448,1.0,-0.788375366364494,0.0,1.0,1,1
0.36734693877551017,0.08163265306122448,1.0,-0.802414357936054,0.0,1.0,1,1
0.4081632653061224,0.08163265306122448,1.0,-0.8171667357330434,0.0,1.0,1,1
0.44897959183673464,0.08163265306122448,1.0,-0.8325611416151986,0.0,1.0,1,1
0.4897959183673469,0.08163265306122448,1.0,-0.8485365606872528,0.0,1.0,1,1
0.5306122448979591,0.08163265306122448,1.0,-0.865040315131175,0.0,1.0,1,1
0.5714285714285714,0.08163265306122448,1.0,-0.8820265496560673,0.0,1.0,1,1
0.6122448979591836,0.08163265306122448,1.0,-0.8994550633207822,0.0,1.0,1,1
0.6530612244897959,0.08163265306122448,1.0,-0.9172903922725703,0.0,1.0,1,1
0.6938775510204082,0.08163265306122448,1.0,-0.9355010785228544,0.0,1.0,1,1
0.7346938775510203,0.08163265306122448,1.0,-0.9540590794002882,0.0,1.0,1,1
0.7755102040816326,0.08163265306122448,1.0,-0.9729392851952687,0.0,1.0,1,1
0.8163265306122448,0.08163265306122448,1.0,-0.9921191212425563,0.0,1.0,1,1
0.8571428571428571,0.08163265306122448,1.0,-1.0115782167574168,0.0,1.0,1,1
0.8979591836734693,0.08163265306122448,1.0,-1.0312981270486465,0.0,1.0,1,1
0.9387755102040816,0.08163265306122448,1.0,-1.0512620988475223,0.0,1.0,1,1
0.9795918367346939,0.08163265306122448,1.0,-1.071454870782736,0.0,1.0,1,1
1.0204081632653061,0.08163265306122448,1.0,-1.0918625027411117,0.0,1.0,1,1
1.0612244897959182,0.08163265306122448,1.0,-1.112472229146908,0.0,1.0,1,1
1.1020408163265305,0.08163265306122448,1.0,-1.1332723321821485,0.0,1.0,1,1
1.1428571428571428,0.08163265306122448,1.0,-1.154252031736173,0.0,1.0,1,1
1.183673469387755,0.08163265306122448,1.0,-1.1754013894709985,0.0,1.0,1,1
1.2244897959183672,0.08163265306122448,1.0,-1.196711224860994,0.0,1.0,1,1
1.2653061224489794,0.08163265306122448,1.0,-1.218173041440625,0.0,1.0,1,1
1.3061224489795917,0.08163265306122448,1.0,-1.2397789617947406,0.0,1.0,1,1
1.346938775510204,0.08163265306122448,1.0,-1.2615216700685767,0.0,1.0,1,1
1.3877551020408163,0.08163265306122448,1.0,-1.2833943609718248,0.0,1.0,1,1
1.4285714285714284,0.08163265306122448,1.0,-1.3053906944122924,0.0,1.0,1,1
1.4693877551020407,0.08163265306122448,1.0,-1.327504755027208,0.0,1.0,1,1
1.510204081632653,0.08163265306122448,1.0,-1.3497310159897453,0.0,1.0,1,1
1.5510204081632653,0.08163265306122448,1.0,-1.372064306559358,0.0,1.0,1,1
1.5918367346938773,0.08163265306122448,1.0,-1.3944997829204706,0.0,1.0,1,1
1.6326530612244896,0.08163265306122448,1.0,-1.417032901917762,0.0,1.0,1,1
1.673469387755102,0.08163265306122448,1.0,-1.4396593973499139,0.0,1.0,1,1
1.7142857142857142,0.08163265306122448,1.0,-1.4623752585290337,0.0,1.0,1,1
1.7551020408163265,0.08163265306122448,1.0,-1.485176710851443,0.0,1.0,1,1
1.7959183673469385,0.08163265306122448,1.0,-1.5080601981582835,0.0,1.0,1,1
1.8367346938775508,0.08163265306122448,1.0,-1.5310223666924114,0.0,1.0,1,1
1.8775510204081631,0.08163265306122448,1.0,-1.5540600504820485,0.0,1.0,1,1
1.9183673469387754,0.08163265306122448,1.0,-1.577170258002323,0.0,1.0,1,1
1.9591836734693877,0.08163265306122448,1.0,-1.6003501599836452,0.0,1.0,1,1
2.0,0.08163265306122448,1.0,-1.6235970782512645,0.0,1.0,1,1
0.0,0.12244897959183673,1.0,-0.7590687519594181,0.0,1.0,1,1
0.04081632653061224,0.12244897959183673,1.0,-0.7612361531635341,0.0,1.0,1,1
0.08163265306122448,0.12244897959183673,1.0,-0.7662783671915655,0.0,1.0,1,1
0.12244897959183673,0.12244897959183673,1.0,-0.7733866753166,0.0,1.0,1,1
0.16326530612244897,0.12244897959183673,1.0,-0.7821485449153959,0.0,1.0,1,1
0.2040816326530612,0.12244897959183673,1.0,-0.7922894685863857,0.0,1.0,1,1
0.24489795918367346,0.12244897959183673,1.0,-0.803608490011527,0.0,1.0,1,1
0.2857142857142857,0.12244897959183673,1.0,-0.8159505168744723,0.0,1.0,1,1
0.32653061224489793,0.12244897959183673,1.0,-0.8291916928951063,0.0,1.0,1,1
0.36734693877551017,0.12244897959183673,1.0,-0.8432306844666663,0.0,1.0,1,1
0.4081632653061224,0.12244897959183673,1.0,-0.8579830622636557,0.0,1.0,1,1
0.44897959183673464,0.12244897959183673,1.0,-0.8733774681458109,0.0,1.0,1,1
0.4897959183673469,0.12244897959183673,1.0,-0.8893528872178651,0.0,1.0,1,1
0.5306122448979591,0.12244897959183673,1.0,-0.9058566416617873,0.0,1.0,1,1
0.5714285714285714,0.12244897959183673,1.0,-0.9228428761866796,0.0,1.0,1,1
0.6122448979591836,0.12244897959183673,1.0,-0.9402713898513945,0.0,1.0,1,1
0.6530612244897959,0.12244897959183673,1.0,-0.9581067188031825,0.0,1.0,1,1
0.6938775510204082,0.12244897959183673,1.0,-0.9763174050534666,0.0,1.0,1,1
0.7346938775510203,0.12244897959183673,1.0,-0.9948754059309005,0.0,1.0,1,1
0.7755102040816326,0.12244897959183673,1.0,-1.013755611725881,0.0,1.0,1,1
0.8163265306122448,0.12244897959183673,1.0,-1.0329354477731685,0.0,1.0,1,1
0.8571428571428571,0.12244897959183673,1.0,-1.052394543288029,0.0,1.0,1,1
0.8979591836734693,0.12244897959183673,1.0,-1.0721144535792588,0.0,1.0,1,1
0.9387755102040816,0.12244897959183673,1.0,-1.0920784253781346,0.0,1.0,1,1
0.9795918367346939,0.12244897959183673,1.0,-1.1122711973133483,0.0,1.0,1,1
1.0204081632653061,0.12244897959183673,1.0,-1.1326788292717238,0.0,1.0,1,1
1.0612244897959182,0.12244897959183673,1.0,-1.15328855567752,0.0,1.0,1,1
1.1020408163265305,0.12244897959183673,1.0,-1.1740886587127606,0.0,1.0,1,1
1.1428571428571428,0.12244897959183673,1.0,-1.1950683582667851,0.0,1.0,1,1
1.183673469387755,0.12244897959183673,1.0,-1.2162177160016105,0.0,1.0,1,1
1.2244897959183672,0.12244897959183673,1.0,-1.237527551391606,0.0,1.0,1,1
1.2653061224489794,0.12244897959183673,1.0,-1.2589893679712372,0.0,1.0,1,1
1.3061224489795917,0.12244897959183673,1.0,-1.2805952883253526,0.0,1.0,1,1
1.346938775510204,0.12244897959183673,1.0,-1.3023379965991888,0.0,1.0,1,1
1.3877551020408163,0.12244897959183673,1.0,-1.3242106875024369,0.0,1.0,1,1
1.4285714285714284,0.12244897959183673,1.0,-1.3462070209429045,0.0,1.0,1,1
1.4693877551020407,0.12244897959183673,1.0,-1.3683210815578202,0.0,1.0,1,1
1.510204081632653,0.12244897959183673,1.0,-1.3905473425203574,0.0,1.0,1,1
1.5510204081632653,0.12244897959183673,1.0,-1.4128806330899701,0.0,1.0,1,1
1.5918367346938773,0.12244897959183673,1.0,-1.4353161094510827,0.0,1.0,1,1
1.6326530612244896,0.12244897959183673,1.0,-1.4578492284483742,0.0,1.0,1,1
1.673469387755102,0.12244897959183673,1.0,-1.480475723880526,0.0,1.0,1,1
1.7142857142857142,0.12244897959183673,1.0,-1.5031915850596458,0.0,1.0,1,1
1.7551020408163265,0.12244897959183673,1.0,-1.5259930373820552,0.0,1.0,1,1
1.7959183673469385,0.12244897959183673,1.0,-1.5488765246888956,0.0,1.0,1,1
1.8367346938775508,0.12244897959183673,1.0,-1.5718386932230235,0.0,1.0,1,1
1.8775510204081631,0.12244897959183673,1.0,-1.5948763770126606,0.0,1.0,1,1
1.9183673469387754,0.12244897959183673,1.0,-1.617986584532935,0.0,1.0,1,1
1.9591836734693877,0.12244897959183673,1.0,-1.6411664865142572,0.0,1.0,1,1
2.0,0.12244897959183673,1.0,-1.6644134047818766,0.0,1.0,1,1
0.0,0.16326530612244897,1.0,-0.7998850784900303,0.0,1.0,1,1
0.04081632653061224,0.16326530612244897,1.0,-0.8020524796941463,0.0,1.0,1,1
0.08163265306122448,0.16326530612244897,1.0,-0.8070946937221777,0.0,1.0,1,1
0.12244897959183673,0.16326530612244897,1.0,-0.8142030018472122,0.0,1.0,1,1
0.16326530612244897,0.16326530612244897,1.0,-0.822964871446008,0.0,1.0,1,1
0.2040816326530612,0.16326530612244897,1.0,-0.8331057951169979,0.0,1.0,1,1
0.24489795918367346,0.16326530612244897,1.0,-0.8444248165421392,0.0,1.0,1,1
0.2857142857142857,0.16326530612244897,1.0,-0.8567668434050845,0.0,1.0,1,1
0.32653061224489793,0.16326530612244897,1.0,-0.8700080194257185,0.0,1.0,1,1
0.36734693877551017,0.16326530612244897,1.0,-0.8840470109972784,0.0,1.0,1,1
0.4081632653061224,0.16326530612244897,1.0,-0.8987993887942679,0.0,1.0,1,1
0.44897959183673464,0.16326530612244897,1.0,-0.914193794676423,0.0,1.0,1,1
0.4897959183673469,0.16326530612244897,1.0,-0.9301692137484773,0.0,1.0,1,1
0.5306122448979591,0.16326530612244897,1.0,-0.9466729681923994,0.0,1.0,1,1
0.5714285714285714,0.16326530612244897,1.0,-0.9636592027172918,0.0,1.0,1,1
0.6122448979591836,0.16326530612244897,1.0,-0.9810877163820066,0.0,1.0,1,1
0.6530612244897959,0.16326530612244897,1.0,-0.9989230453337947,0.0,1.0,1,1
0.6938775510204082,0.16326530612244897,1.0,-1.017133731584079,0.0,1.0,1,1
0.7346938775510203,0.16326530612244897,1.0,-1.0356917324615127,0.0,1.0,1,1
0.7755102040816326,0.16326530612244897,1.0,-1.0545719382564933,0.0,1.0,1,1
0.8163265306122448,0.16326530612244897,1.0,-1.0737517743037808,0.0,1.0,1,1
0.8571428571428571,0.16326530612244897,1.0,-1.0932108698186414,0.0,1.0,1,1
0.8979591836734693,0.16326530612244897,1.0,-1.1129307801098711,0.0,1.0,1,1
0.9387755102040816,0.16326530612244897,1.0,-1.1328947519087469,0.0,1.0,1,1
0.9795918367346939,0.16326530612244897,1.0,-1.1530875238439606,0.0,1.0,1,1
1.0204081632653061,0.16326530612244897,1.0,-1.173495155802336,0.0,1.0,1,1
1.0612244897959182,0.16326530612244897,1.0,-1.1941048822081324,0.0,1.0,1,1
1.1020408163265305,0.16326530612244897,1.0,-1.2149049852433729,0.0,1.0,1,1
1.1428571428571428,0.16326530612244897,1.0,-1.2358846847973974,0.0,1.0,1,1
1.183673469387755,0.16326530612244897,1.0,-1.2570340425322228,0.0,1.0,1,1
1.2244897959183672,0.16326530612244897,1.0,-1.2783438779222183,0.0,1.0,1,1
1.2653061224489794,0.16326530612244897,1.0,-1.2998056945018495,0.0,1.0,1,1
1.3061224489795917,0.16326530612244897,1.0,-1.321411614855965,0.0,1.0,1,1
1.346938775510204,0.16326530612244897,1.0,-1.343154323129801,0.0,1.0,1,1
1.3877551020408163,0.16326530612244897,1.0,-1.3650270140330492,0.0,1.0,1,1
1.4285714285714284,0.16326530612244897,1.0,-1.3870233474735167,0.0,1.0,1,1
1.4693877551020407,0.16326530612244897,1.0,-1.4091374080884325,0.0,1.0,1,1
1.510204081632653,0.16326530612244897,1.0,-1.4313636690509697,0.0,1.0,1,1
1.5510204081632653,0.16326530612244897,1.0,-1.4536969596205824,0.0,1.0,1,1
1.5918367346938773,0.16326530612244897,1.0,-1.476132435981695,0.0,1.0,1,1
1.6326530612244896,0.16326530612244897,1.0,-1.4986655549789865,0.0,1.0,1,1
1.673469387755102,0.16326530612244897,1.0,-1.5212920504111382,0.0,1.0,1,1
1.7142857142857142,0.16326530612244897,1.0,-1.544007911590258,0.0,1.0,1,1
1.7551020408163265,0.16326530612244897,1.0,-1.5668093639126675,0.0,1.0,1,1
1.7959183673469385,0.16326530612244897,1.0,-1.5896928512195079,0.0,1.0,1,1
1.8367346938775508,0.16326530612244897,1.0,-1.6126550197536358,0.0,1.0,1,1
1.8775510204081631,0.16326530612244897,1.0,-1.635692703543273,0.0,1.0,1,1
1.9183673469387754,0.16326530612244897,1.0,-1.6588029110635474,0.0,1.0,1,1
1.9591836734693877,0.16326530612244897,1.0,-1.6819828130448695,0.0,1.0,1,1
2.0,0.16326530612244897,1.0,-1.705229731312489,0.0,1.0,1,1
0.0,0.2040816326530612,1.0,-0.8407014050206426,0.0,1.0,1,1
0.04081632653061224,0.2040816326530612,1.0,-0.8428688062247586,0.0,1.0,1,1
0.08163265306122448,0.2040816326530612,1.0,-0.84791102025279,0.0,1.0,1,1
0.12244897959183673,0.2040816326530612,1.0,-0.8550193283778245,0.0,1.0,1,1
0.16326530612244897,0.2040816326530612,1.0,-0.8637811979766203,0.0,1.0,1,1
0.2040816326530612,0.2040816326530612,1.0,-0.8739221216476102,0.0,1.0,1,1
0.24489795918367346,0.2040816326530612,1.0,-0.8852411430727515,0.0,1.0,1,1
0.2857142857142857,0.2040816326530612,1.0,-0.8975831699356968,0.0,1.0,1,1
0.32653061224489793,0.2040816326530612,1.0,-0.9108243459563308,0.0,1.0,1,1
0.36734693877551017,0.2040816326530612,1.0,-0.9248633375278907,0.0,1.0,1,1
0.4081632653061224,0.2040816326530612,1.0,-0.9396157153248802,0.0,1.0,1,1
0.44897959183673464,0.2040816326530612,1.0,-0.9550101212070353,0.0,1.0,1,1
0.4897959183673469,0.2040816326530612,1.0,-0.9709855402790896,0.0,1.0,1,1
0.5306122448979591,0.2040816326530612,1.0,-0.9874892947230117,0.0,1.0,1,1
0.5714285714285714,0.2040816326530612,1.0,-1.004475529247904,0.0,1.0,1,1
0.6122448979591836,0.2040816326530612,1.0,-1.021904042912619,0.0,1.0,1,1
0.6530612244897959,0.2040816326530612,1.0,-1.039739371864407,0.0,1.0,1,1
0.6938775510204082,0.2040816326530612,1.0,-1.057950058114691,0.0,1.0,1,1
0.7346938775510203,0.2040816326530612,1.0,-1.076508058992125,0.0,1.0,1,1
0.7755102040816326,0.2040816326530612,1.0,-1.0953882647871054,0.0,1.0,1,1
0.8163265306122448,0.2040816326530612,1.0,-1.114568100834393,0.0,1.0,1,1
0.8571428571428571,0.2040816326530612,1.0,-1.1340271963492534,0.0,1.0,1,1
0.8979591836734693,0.2040816326530612,1.0,-1.1537471066404832,0.0,1.0,1,1
0.9387755102040816,0.2040816326530612,1.0,-1.173711078439359,0.0,1.0,1,1
0.9795918367346939,0.2040816326530612,1.0,-1.1939038503745727,0.0,1.0,1,1
1.0204081632653061,0.2040816326530612,1.0,-1.2143114823329484,0.0,1.0,1,1
1.0612244897959182,0.2040816326530612,1.0,-1.2349212087387447,0.0,1.0,1,1
1.1020408163265305,0.2040816326530612,1.0,-1.2557213117739852,0.0,1.0,1,1
1.1428571428571428,0.2040816326530612,1.0,-1.2767010113280097,0.0,1.0,1,1
1.183673469387755,0.2040816326530612,1.0,-1.2978503690628351,0.0,1.0,1,1
1.2244897959183672,0.2040816326530612,1.0,-1.3191602044528306,0.0,1.0,1,1
1.2653061224489794,0.2040816326530612,1.0,-1.3406220210324618,0.0,1.0,1,1
1.3061224489795917,0.2040816326530612,1.0,-1.3622279413865772,0.0,1.0,1,1
1.346938775510204,0.2040816326530612,1.0,-1.3839706496604134,0.0,1.0,1,1
1.3877551020408163,0.2040816326530612,1.0,-1.4058433405636614,0.0,1.0,1,1
1.4285714285714284,0.2040816326530612,1.0,-1.427839674004129,0.0,1.0,1,1
1.4693877551020407,0.2040816326530612,1.0,-1.4499537346190448,0.0,1.0,1,1
1.510204081632653,0.2040816326530612,1.0,-1.472179995581582,0.0,1.0,1,1
1.5510204081632653,0.2040816326530612,1.0,-1.4945132861511947,0.0,1.0,1,1
1.5918367346938773,0.2040816326530612,1.0,-1.5169487625123073,0.0,1.0,1,1
1.6326530612244896,0.2040816326530612,1.0,-1.5394818815095987,0.0,1.0,1,1
1.673469387755102,0.2040816326530612,1.0,-1.5621083769417505,0.0,1.0,1,1
1.7142857142857142,0.2040816326530612,1.0,-1.5848242381208704,0.0,1.0,1,1
1.7551020408163265,0.2040816326530612,1.0,-1.6076256904432797,0.0,1.0,1,1
1.7959183673469385,0.2040816326530612,1.0,-1.6305091777501202,0.0,1.0,1,1
1.8367346938775508,0.2040816326530612,1.0,-1.653471346284248,0.0,1.0,1,1
1.8775510204081631,0.2040816326530612,1.0,-1.6765090300738852,0.0,1.0,1,1
1.9183673469387754,0.2040816326530612,1.0,-1.6996192375941597,0.0,1.0,1,1
1.9591836734693877,0.2040816326530612,1.0,-1.7227991395754818,0.0,1.0,1,1
2.0,0.2040816326530612,1.0,-1.7460460578431012,0.0,1.0,1,1
0.0,0.24489795918367346,1.0,-0.8815177315512548,0.0,1.0,1,1
0.04081632653061224,0.24489795918367346,1.0,-0.8836851327553708,0.0,1.0,1,1
0.08163265306122448,0.24489795918367346,1.0,-0.8887273467834023,0.0,1.0,1,1
0.12244897959183673,0.24489795918367346,1.0,-0.8958356549084368,0.0,1.0,1,1
0.16326530612244897,0.24489795918367346,1.0,-0.9045975245072326,0.0,1.0,1,1
0.2040816326530612,0.24489795918367346,1.0,-0.9147384481782224,0.0,1.0,1,1
0.24489795918367346,0.24489795918367346,1.0,-0.9260574696033637,0.0,1.0,1,1
0.2857142857142857,0.24489795918367346,1.0,-0.9383994964663089,0.0,1.0,1,1
0.32653061224489793,0.24489795918367346,1.0,-0.9516406724869431,0.0,1.0,1,1
0.36734693877551017,0.24489795918367346,1.0,-0.965679664058503,0.0,1.0,1,1
0.4081632653061224,0.24489795918367346,1.0,-0.9804320418554924,0.0,1.0,1,1
0.44897959183673464,0.24489795918367346,1.0,-0.9958264477376475,0.0,1.0,1,1
0.4897959183673469,0.24489795918367346,1.0,-1.0118018668097017,0.0,1.0,1,1
0.5306122448979591,0.24489795918367346,1.0,-1.028305621253624,0.0,1.0,1,1
0.5714285714285714,0.24489795918367346,1.0,-1.0452918557785162,0.0,1.0,1,1
0.6122448979591836,0.24489795918367346,1.0,-1.0627203694432312,0.0,1.0,1,1
0.6530612244897959,0.24489795918367346,1.0,-1.0805556983950193,0.0,1.0,1,1
0.6938775510204082,0.24489795918367346,1.0,-1.0987663846453033,0.0,1.0,1,1
0.7346938775510203,0.24489795918367346,1.0,-1.1173243855227373,0.0,1.0,1,1
0.7755102040816326,0.24489795918367346,1.0,-1.1362045913177177,0.0,1.0,1,1
0.8163265306122448,0.24489795918367346,1.0,-1.1553844273650054,0.0,1.0,1,1
0.8571428571428571,0.24489795918367346,1.0,-1.1748435228798657,0.0,1.0,1,1
0.8979591836734693,0.24489795918367346,1.0,-1.1945634331710955,0.0,1.0,1,1
0.9387755102040816,0.24489795918367346,1.0,-1.2145274049699712,0.0,1.0,1,1
0.9795918367346939,0.24489795918367346,1.0,-1.234720176905185,0.0,1.0,1,1
1.0204081632653061,0.24489795918367346,1.0,-1.2551278088635607,0.0,1.0,1,1
