Delta,J,M^2,Ms^2,N,O^2,delta_E,energy0,energy1,energy2,energy3,energy4,energy5,energy6,energy7,energy8,energy9,h,identity
0.0,0.41666666666666663,0.9999999999999989,0.020408163265306107,7,1.6695012102531581,-3.1086244689504383e-15,-2.916666666666664,-2.916666666666667,-1.2500000000000004,-2.9166666666666656,-1.2500000000000002,-1.2500000000000009,-2.9166666666666683,-2.9166666666666647,-2.9166666666666674,-2.91666666666667,0.0,0.9999868903593474
0.0,0.4583333333333333,0.9999999999999987,0.020408163265306103,7,1.5854380513290671,-2.6645352591003757e-15,-3.2083333333333313,-3.208333333333334,-3.2083333333333335,-1.3750000000000016,-1.3750000000000009,-1.3750000000000016,-3.208333333333339,-3.2083333333333437,-3.2083333333333406,-3.208333333333336,0.0,0.9999905632332294
0.0,0.5,0.9999999999999997,0.020408163265306124,7,1.8635176901092156,8.881784197001252e-16,-3.5000000000000013,-3.5000000000000004,-3.5000000000000027,-3.5000000000000138,-3.5000000000000058,-3.5000000000000018,-3.5000000000000075,-3.500000000000011,-3.500000000000006,-3.4999999999999996,0.0,0.9990325064634739
0.0,0.5416666666666666,0.9999999999999994,0.020408163265306117,7,1.697832283807125,-4.884981308350689e-15,-3.791666666666664,-3.7916666666666687,-3.791666666666667,-3.7916666666666665,-1.6250000000000022,-3.7916666666666696,-3.7916666666666647,-3.7916666666666687,-1.6250000000000027,-3.791666666666673,0.0,0.9990891435238347
0.0,0.5833333333333333,1.0000000000000002,0.020408163265306138,7,1.5836180346843105,0.0,-4.0833333333333295,-4.0833333333333295,-4.083333333333334,-4.083333333333336,-4.083333333333345,-4.083333333333336,-4.083333333333336,-4.083333333333335,-4.083333333333332,-4.083333333333332,0.0,0.9961336477896366
0.0,0.625,0.9999999999999984,0.0204081632653061,7,1.4810025609898438,-5.329070518200751e-15,-4.374999999999995,-4.375,-1.875000000000001,-4.374999999999997,-4.374999999999997,-1.8750000000000004,-4.375,-4.374999999999998,-4.3749999999999964,-4.375000000000006,0.0,0.9981121557361159
0.0,0.6666666666666666,0.9999999999999978,0.020408163265306083,7,1.5718816774395121,-7.105427357601002e-15,-4.6666666666666625,-4.66666666666667,-4.666666666666665,-4.666666666666669,-4.6666666666666785,-4.666666666666667,-4.6666666666666705,-4.66666666666666,-4.666666666666677,-4.666666666666673,0.0,0.9962595695315454
0.0,0.7083333333333333,1.000000000000003,0.02040816326530619,7,1.630250580616444,7.993605777301127e-15,-4.958333333333347,-4.958333333333339,-2.1250000000000147,-4.958333333333351,-4.95833333333336,-4.958333333333335,-4.958333333333355,-4.958333333333358,-4.958333333333356,-4.958333333333338,0.0,0.9996190705547545
0.0,0.75,0.9999999999999997,0.020408163265306124,7,1.8690487551906168,1.7763568394002505e-15,-5.250000000000002,-5.25,-2.2500000000000013,-5.25,-2.250000000000002,-2.2500000000000018,-5.250000000000004,-5.249999999999998,-5.249999999999999,-5.250000000000002,0.0,0.9974261840709453
0.0,0.7916666666666666,1.0000000000000013,0.020408163265306156,7,1.8118698795912966,0.0,-5.541666666666684,-5.541666666666684,-5.541666666666693,-5.541666666666692,-2.3750000000000138,-5.541666666666696,-5.541666666666673,-5.541666666666677,-5.541666666666689,-5.541666666666668,0.0,0.9986946233942927
0.0,0.8333333333333333,0.9999999999999996,0.020408163265306117,7,1.9735030551202528,-7.993605777301127e-15,-5.8333333333333295,-5.8333333333333375,-5.833333333333339,-5.833333333333345,-5.833333333333338,-5.833333333333339,-5.833333333333345,-5.833333333333346,-5.833333333333346,-5.8333333333333375,0.0,0.9999129715892785
0.0,0.875,1.0000000000000018,0.020408163265306166,7,1.683587080095847,1.0658141036401503e-14,-6.125000000000017,-6.125000000000006,-6.125000000000005,-6.125000000000005,-6.125000000000012,-6.125000000000004,-6.124999999999999,-6.125000000000012,-6.1250000000000115,-6.125,0.0,0.9992426006364856
0.0,0.9166666666666666,0.9999999999999987,0.020408163265306103,7,1.8701912776439116,-3.552713678800501e-15,-6.4166666666666625,-6.416666666666666,-6.416666666666667,-6.416666666666656,-6.416666666666658,-6.416666666666678,-2.750000000000006,-6.416666666666664,-6.41666666666667,-6.41666666666667,0.0,0.9980790771082899
0.0,0.9583333333333333,1.000000000000001,0.020408163265306152,7,1.7479250185514041,1.7763568394002505e-15,-6.7083333333333375,-6.708333333333336,-6.708333333333348,-6.708333333333355,-2.8750000000000058,-6.708333333333346,-6.708333333333338,-6.708333333333333,-6.708333333333328,-6.708333333333334,0.0,0.995487663985441
0.0,1.0,1.0000000000000004,0.020408163265306138,7,1.8647820166985571,-8.881784197001252e-16,-7.000000000000008,-7.000000000000009,-7.000000000000016,-7.000000000000009,-7.000000000000022,-7.000000000000032,-7.000000000000037,-7.000000000000018,-7.000000000000011,-7.0,0.0,0.9999988992655323
0.08333333333333333,0.0,0.13005130848972754,0.14569904968516287,7,2.3829255658506954,-3.6637359812630166e-15,-0.36510718896123684,-0.3651071889612405,-0.29279323244164823,-0.3651071889612396,-0.29279323244164907,-0.3651071889612385,-0.36510718896123945,-0.36510718896123856,-0.3651071889612362,-0.3651071889612373,0.0,0.13002036606918424
0.08333333333333333,0.041666666666666664,1.000000000000008,0.020408163265306294,7,6.548917339522362,-9.880984919163893e-15,-0.6567738556279061,-0.656773855627916,-0.5844598991083222,-0.6567738556279137,-0.584459899108322,-0.6567738556279157,-0.5844598991083148,-0.5844598991083243,-0.5844598991083154,-0.584459899108316,0.0,0.657229203446873
0.08333333333333333,0.08333333333333333,1.0000000000000098,0.02040816326530633,7,6.548917339522372,-1.1657341758564144e-14,-0.9484405222945782,-0.9484405222945899,-0.8761265657750044,-0.9484405222945868,-0.8761265657750031,-0.9484405222945886,-0.8761265657749927,-0.8761265657749846,-0.8761265657749784,-0.8761265657749795,0.0,0.9236506770318378
0.08333333333333333,0.125,1.0000000000000109,0.02040816326530635,7,6.548917339522379,-2.220446049250313e-16,-1.2401071889612507,-1.240107188961251,-1.1677932324416744,-1.2401071889612527,-1.1677932324416729,-1.2401071889612494,-1.167793232441659,-1.1098019418832605,-1.1098019418832652,-1.1677932324416553,0.0,0.99931106319859
0.08333333333333333,0.16666666666666666,1.000000000000011,0.020408163265306353,7,6.548917339522381,-2.5979218776228663e-14,-1.5317738556279163,-1.5317738556279423,-1.459459899108368,-1.5317738556279292,-1.5317738556279452,-1.4014686085499608,-1.4594598991083771,-1.4594598991083516,-1.459459899108332,-1.459459899108315,0.0,0.986830431784863
0.08333333333333333,0.20833333333333331,1.000000000000012,0.020408163265306374,7,6.5489173395223865,-1.5543122344752192e-15,-1.8234405222945964,-1.823440522294598,-1.751126565775035,-1.8234405222946102,-1.7511265657750457,-1.82344052229463,-1.751126565775031,-1.75112656577502,-1.6931352752166597,-1.751126565774991,0.0,0.9980229769025841
0.08333333333333333,0.25,1.0000000000000124,0.02040816326530638,7,6.548917339522389,0.07231395651955363,-2.1151071889612667,-2.042793232441713,-2.115107188961289,-1.9848019418833087,-2.042793232441717,-2.1151071889612756,-2.1151071889612694,-2.04279323244168,-1.984801941883292,-2.0427932324416433,0.0,0.9616244393429385
0.08333333333333333,0.29166666666666663,1.0000000000000138,0.02040816326530641,7,6.548917339522397,-1.9539925233402755e-14,-2.40677385562794,-2.4067738556279594,-2.334459899108414,-2.4067738556279603,-2.406773855628022,-2.3344598991084453,-2.3344598991084005,-2.3344598991084067,-2.334459899108369,-2.3344598991083396,0.0,0.8363919899891303
0.08333333333333333,0.3333333333333333,1.0000000000000133,0.020408163265306402,7,6.548917339522397,-1.9095836023552692e-14,-2.6984405222946095,-2.6984405222946286,-2.6261265657750896,-2.6984405222946606,-2.6261265657751522,-2.6984405222946712,-2.6261265657750807,-2.6261265657750745,-2.6261265657750377,-2.6261265657750203,0.0,0.9919352004587818
0.08333333333333333,0.375,1.0000000000000155,0.02040816326530645,7,6.548917339522411,-1.0436096431476471e-13,-2.9901071889612827,-2.990107188961387,-2.91779323244181,-2.9901071889613267,-2.990107188961402,-2.9177932324418006,-2.917793232441785,-2.917793232441773,-2.9177932324417513,-2.9177932324417037,0.0,0.8717155529092953
0.08333333333333333,0.41666666666666663,1.0000000000000144,0.020408163265306426,7,6.548917339522403,-5.728750807065808e-14,-3.281773855627945,-3.2817738556280025,-3.209459899108463,-3.281773855628003,-3.209459899108563,-3.281773855628083,-3.2094598991084595,-3.2094598991084475,-3.209459899108397,-3.2094598991083414,0.0,0.8334388314231163
0.08333333333333333,0.4583333333333333,1.0000000000000153,0.020408163265306443,7,6.54891733952241,-7.815970093361102e-14,-3.573440522294625,-3.573440522294703,-3.501126565775154,-3.573440522294712,-3.501126565775163,-3.5734405222947494,-3.4431352752168483,-3.501126565775127,-3.5011265657751327,-3.501126565775025,0.0,0.999982154702242
0.08333333333333333,0.5,1.0000000000000195,0.020408163265306527,7,6.548917339522438,-7.593925488436071e-14,-3.8651071889612996,-3.8651071889613755,-3.7927932324418534,-3.865107188961368,-3.792793232441943,-3.86510718896143,-3.792793232441884,-3.792793232441835,-3.7927932324417473,-3.7348019418835285,0.0,0.9772116939868586
0.08333333333333333,0.5416666666666666,1.000000000000019,0.020408163265306516,7,6.548917339522435,-6.217248937900877e-14,-4.156773855627988,-4.1567738556280505,-4.08445989910857,-4.156773855628125,-4.156773855628195,-4.084459899108622,-4.084459899108534,-4.084459899108553,-4.084459899108464,-4.084459899108365,0.0,0.7817635003462302
0.08333333333333333,0.5833333333333333,1.0000000000000193,0.020408163265306523,7,6.548917339522428,2.6645352591003757e-15,-4.448440522294668,-4.448440522294665,-4.37612656577517,-4.448440522294703,-4.376126565775172,-4.448440522294694,-4.318135275216836,-4.376126565775092,-4.376126565775071,-4.318135275216816,0.0,0.8774227144552449
0.08333333333333333,0.625,1.0000000000000184,0.020408163265306506,7,6.548917339522431,-1.3233858453531866e-13,-4.740107188961315,-4.7401071889614474,-4.667793232441936,-4.740107188961385,-4.667793232441948,-4.7401071889614945,-4.609801941883717,-4.667793232442,-4.6677932324418565,-4.667793232441717,0.0,0.8019490796226089
0.08333333333333333,0.6666666666666666,1.0000000000000202,0.02040816326530654,7,6.548917339522441,0.07231395651940087,-5.031773855627991,-4.95945989910859,-5.03177385562804,-5.031773855628017,-4.959459899108523,-4.901468608550158,-5.031773855627999,-4.959459899108454,-4.901468608550102,-4.959459899108371,0.0,0.9803251360671872
0.08333333333333333,0.7083333333333333,1.0000000000000204,0.02040816326530654,7,6.548917339522438,-5.240252676230739e-14,-5.323440522294678,-5.323440522294731,-5.251126565775254,-5.323440522294671,-5.251126565775201,-5.323440522294696,-5.251126565775094,-5.19313527521681,-5.251126565775047,-5.193135275216823,0.0,0.9994059289979045
0.08333333333333333,0.75,1.0000000000000147,0.02040816326530643,7,6.548917339522406,-2.2026824808563106e-13,-5.615107188961314,-5.6151071889615345,-5.542793232441982,-5.615107188961546,-5.615107188961605,-5.542793232442188,-5.542793232442158,-5.542793232442072,-5.542793232441849,-5.4848019418838945,0.0,0.7817189665382848
0.08333333333333333,0.7916666666666666,1.0000000000000182,0.020408163265306506,7,6.548917339522425,-9.414691248821327e-14,-5.906773855628021,-5.906773855628115,-5.834459899108624,-5.906773855628107,-5.834459899108615,-5.776468608550194,-5.90677385562809,-5.834459899108502,-5.7764686085501395,-5.834459899108411,0.0,0.9565949692175211
0.08333333333333333,0.8333333333333333,1.000000000000018,0.020408163265306496,7,6.548917339522426,-3.4638958368304884e-14,-6.198440522294696,-6.198440522294731,-6.126126565775212,-6.198440522294741,-6.126126565775314,-6.198440522294773,-6.126126565775153,-6.068135275216889,-6.126126565775135,-6.068135275216788,0.0,0.9794650638132171
0.08333333333333333,0.875,1.0000000000000229,0.020408163265306593,7,6.548917339522475,-1.021405182655144e-13,-6.490107188961382,-6.490107188961484,-6.417793232441997,-6.4901071889614705,-6.417793232442004,-6.490107188961404,-6.417793232441902,-6.359801941883671,-6.3598019418836,-6.417793232441849,0.0,0.5300821039943995
0.08333333333333333,0.9166666666666666,1.0000000000000158,0.020408163265306447,7,6.5489173395224185,-2.184918912462308e-13,-6.78177385562802,-6.781773855628239,-6.709459899108781,-6.781773855628198,-6.781773855628359,-6.709459899108904,-6.709459899108825,-6.709459899108728,-6.709459899108564,-6.651468608550548,0.0,0.6965831860336825
0.08333333333333333,0.9583333333333333,1.0000000000000173,0.020408163265306485,7,6.548917339522426,-2.0339285811132868e-13,-7.073440522294696,-7.0734405222948995,-7.001126565775395,-7.07344052229492,-7.073440522295125,-7.001126565775601,-7.001126565775474,-7.001126565775694,-7.00112656577519,-6.9431352752173785,0.0,0.9547233081016799
0.08333333333333333,1.0,1.0000000000000204,0.02040816326530654,7,6.548917339522441,-1.056932319443149e-13,-7.365107188961362,-7.365107188961468,-7.292793232442038,-7.365107188961432,-7.292793232442045,-7.365107188961394,-7.292793232441837,-7.234801941883615,-7.2348019418835365,-7.292793232441729,0.0,0.9224729245864821
0.16666666666666666,0.0,0.1270993921301145,0.1453283256870162,7,2.330423457416402,-8.104628079763643e-15,-0.7302143779224746,-0.7302143779224827,-0.5855864648832942,-0.7302143779224822,-0.7302143779224767,-0.7302143779224723,-0.7302143779224749,-0.7302143779224787,-0.7302143779224731,-0.7302143779224701,0.0,0.12624910418828225
0.16666666666666666,0.041666666666666664,1.0000000000000042,0.020408163265306214,7,6.548917339522336,-4.6629367034256575e-15,-1.0218810445891406,-1.0218810445891453,-0.8772531315499664,-0.8772531315499599,-0.8552143779224864,-1.0218810445891504,-1.0218810445891433,-0.877253131549964,-0.85521437792248,-0.8772531315499549,0.0,0.6383118336428073
0.16666666666666666,0.08333333333333333,1.000000000000007,0.02040816326530627,7,6.548917339522354,-1.199040866595169e-14,-1.3135477112558116,-1.3135477112558236,-1.16891979821665,-1.313547711255828,-1.168919798216647,-1.313547711255832,-1.1689197982166377,-1.1689197982166346,-1.1689197982166302,-1.1689197982166208,0.0,0.6644084902610061
0.16666666666666666,0.125,1.00000000000001,0.020408163265306332,7,6.548917339522373,0.14462791303916922,-1.6052143779224868,-1.4605864648833176,-1.6052143779224861,-1.6052143779224899,-1.6052143779224861,-1.4605864648833067,-1.3446038837664887,-1.4605864648832902,-1.4605864648832965,-1.3446038837664884,0.0,0.9948378039603668
0.16666666666666666,0.16666666666666666,1.0000000000000073,0.020408163265306277,7,6.548917339522358,-1.199040866595169e-14,-1.8968810445891489,-1.8968810445891608,-1.7522531315499914,-1.8968810445891529,-1.7522531315499903,-1.8968810445891455,-1.6362705504331592,-1.7522531315499608,-1.7522531315499679,-1.6362705504331574,0.0,0.6056599160942118
0.16666666666666666,0.20833333333333331,1.0000000000000095,0.02040816326530632,7,6.5489173395223705,0.14462791303914457,-2.1885477112558176,-2.043919798216673,-2.1885477112558385,-1.9279372170998414,-2.0439197982166566,-2.1885477112558274,-1.9279372170998337,-2.0439197982166393,-2.188547711255829,-2.0439197982166215,0.0,0.8675878096301635
0.16666666666666666,0.25,1.000000000000009,0.02040816326530632,7,6.548917339522369,0.1446279130391468,-2.4802143779224903,-2.3355864648833435,-2.480214377922522,-2.480214377922526,-2.3355864648833475,-2.2196038837665193,-2.4802143779224792,-2.33558646488329,-2.2196038837665037,-2.3355864648832836,0.0,0.43940095082858055
0.16666666666666666,0.29166666666666663,1.000000000000008,0.020408163265306298,7,6.548917339522362,-4.085620730620576e-14,-2.771881044589157,-2.7718810445891977,-2.62725313155004,-2.7718810445892137,-2.627253131550076,-2.771881044589221,-2.6272531315500234,-2.627253131550029,-2.511270550433239,-2.6272531315499874,0.0,0.45536457588801427
0.16666666666666666,0.3333333333333333,1.0000000000000129,0.020408163265306395,7,6.548917339522394,-1.8207657603852567e-14,-3.0635477112558425,-3.0635477112558607,-2.9189197982167285,-3.0635477112558154,-2.9189197982167054,-3.063547711255815,-2.8029372170998776,-2.9189197982166637,-2.9189197982166344,-2.8029372170998617,0.0,0.9996954354362608
0.16666666666666666,0.375,1.0000000000000118,0.020408163265306367,7,6.5489173395223865,-1.9539925233402755e-14,-3.355214377922518,-3.3552143779225374,-3.2105864648834017,-3.355214377922539,-3.2105864648834794,-3.355214377922574,-3.210586464883381,-3.2105864648833555,-3.2105864648833347,-3.21058646488332,0.0,0.9593344802713892
0.16666666666666666,0.41666666666666663,1.000000000000014,0.020408163265306416,7,6.5489173395224025,0.14462791303909128,-3.6468810445891826,-3.5022531315500913,-3.6468810445892372,-3.64688104458919,-3.5022531315500403,-3.3862705504332298,-3.646881044589206,-3.386270550433202,-3.5022531315499865,-3.502253131549958,0.0,0.45637020150309804
0.16666666666666666,0.4583333333333333,1.0000000000000167,0.02040816326530647,7,6.5489173395224185,-4.796163466380676e-14,-3.9385477112558607,-3.9385477112559086,-3.793919798216768,-3.938547711255896,-3.793919798216771,-3.938547711255903,-3.7939197982167285,-3.793919798216736,-3.677937217099956,-3.793919798216665,0.0,0.3743203633174289
0.16666666666666666,0.5,1.0000000000000129,0.020408163265306395,7,6.548917339522394,-8.348877145181177e-14,-4.230214377922527,-4.230214377922611,-4.085586464883457,-4.230214377922606,-4.085586464883511,-4.230214377922658,-4.085586464883499,-4.08558646488343,-4.08558646488338,-4.085586464883345,0.0,0.9023258705790979
0.16666666666666666,0.5416666666666666,1.0000000000000138,0.020408163265306405,7,6.548917339522395,-7.016609515630989e-14,-4.5218810445892,-4.5218810445892705,-4.3772531315501695,-4.521881044589251,-4.377253131550118,-4.521881044589309,-4.377253131550101,-4.377253131550109,-4.26127055043343,-4.3772531315499945,0.0,0.8282195707569954
0.16666666666666666,0.5833333333333333,1.0000000000000142,0.020408163265306423,7,6.5489173395224025,-9.14823772291129e-14,-4.813547711255858,-4.813547711255949,-4.668919798216867,-4.813547711255952,-4.668919798216882,-4.813547711256031,-4.668919798216813,-4.668919798216861,-4.668919798216731,-4.668919798216681,0.0,0.9999152245530439
0.16666666666666666,0.625,1.0000000000000144,0.020408163265306423,7,6.548917339522404,-9.50350909079134e-14,-5.105214377922542,-5.105214377922637,-4.960586464883529,-5.105214377922608,-4.9605864648836375,-5.105214377922684,-4.96058646488349,-4.960586464883463,-4.960586464883402,-4.960586464883316,0.0,0.23032527528556435
0.16666666666666666,0.6666666666666666,1.0000000000000135,0.02040816326530641,7,6.548917339522398,-3.907985046680551e-14,-5.396881044589212,-5.396881044589251,-5.252253131550135,-5.39688104458928,-5.252253131550086,-5.39688104458927,-5.252253131550059,-5.1362705504333155,-5.252253131550055,-5.136270550433334,0.0,0.9996587711486701
0.16666666666666666,0.7083333333333333,1.000000000000017,0.020408163265306475,7,6.548917339522416,-1.0480505352461478e-13,-5.6885477112559,-5.688547711256005,-5.543919798216903,-5.688547711255993,-5.543919798217015,-5.688547711256058,-5.5439197982168045,-5.5439197982168205,-5.543919798216708,-5.54391979821669,0.0,0.9215672209863179
0.16666666666666666,0.75,1.000000000000015,0.020408163265306437,7,6.548917339522405,-1.4210854715202004e-14,-5.980214377922568,-5.980214377922582,-5.835586464883533,-5.980214377922656,-5.835586464883543,-5.980214377922655,-5.719603883766757,-5.835586464883419,-5.83558646488344,-5.719603883766716,0.0,0.4169757272772595
0.16666666666666666,0.7916666666666666,1.0000000000000167,0.020408163265306464,7,6.548917339522424,-2.842170943040401e-14,-6.27188104458924,-6.271881044589269,-6.12725313155022,-6.271881044589313,-6.127253131550222,-6.271881044589299,-6.127253131550111,-6.127253131550054,-6.011270550433331,-6.011270550433329,0.0,0.985100857109632
0.16666666666666666,0.8333333333333333,1.0000000000000142,0.020408163265306423,7,6.548917339522402,-1.7141843500212417e-13,-6.563547711255886,-6.563547711256057,-6.418919798216919,-6.563547711256013,-6.41891979821702,-6.563547711256081,-6.418919798216953,-6.418919798216884,-6.41891979821678,-6.302937217100219,0.0,0.714151093627102
0.16666666666666666,0.875,1.0000000000000113,0.02040816326530636,7,6.5489173395223865,-1.270095140171179e-13,-6.855214377922552,-6.855214377922679,-6.710586464883646,-6.855214377922688,-6.855214377922804,-6.710586464883701,-6.710586464883606,-6.710586464883658,-6.710586464883486,-6.710586464883388,0.0,0.8679037225768951
0.16666666666666666,0.9166666666666666,1.0000000000000187,0.020408163265306506,7,6.548917339522431,0.14462791303897404,-7.146881044589254,-7.00225313155028,-7.146881044589306,-7.146881044589252,-6.886270550433399,-7.002253131550197,-7.146881044589268,-6.886270550433375,-7.002253131550055,-7.002253131550001,0.0,0.9259882840373173
0.16666666666666666,0.9583333333333333,1.0000000000000142,0.02040816326530642,7,6.548917339522401,-1.4033219031261979e-13,-7.438547711255897,-7.438547711256037,-7.293919798216976,-7.43854771125607,-7.4385477112562555,-7.293919798217132,-7.293919798217044,-7.293919798217053,-7.293919798216889,-7.2939197982166935,0.0,0.9336973695648095
0.16666666666666666,1.0,1.0000000000000184,0.020408163265306502,7,6.548917339522428,-1.2612133559741778e-13,-7.730214377922627,-7.730214377922753,-7.585586464883731,-7.7302143779226835,-7.585586464883751,-7.730214377922891,-7.585586464883749,-7.585586464883708,-7.585586464883458,-7.469603883767085,0.0,0.407045941774102
0.25,0.0,0.1566699194221632,0.14373164292807986,7,2.4890023749932007,-6.439293542825908e-15,-1.0953215668837115,-1.095321566883718,-1.095321566883719,-0.8783796973249451,-1.0953215668837168,-1.095321566883712,-1.0953215668837188,-1.0953215668837106,-1.0953215668837066,-1.0953215668837062,0.0,0.1565581089080463
0.25,0.041666666666666664,1.0000000000000056,0.020408163265306242,7,6.548917339522345,-7.105427357601002e-15,-1.3869882335503825,-1.3869882335503896,-1.1700463639916188,-1.3869882335503867,-1.1700463639916074,-1.3869882335503856,-1.2203215668837328,-1.220321566883713,-1.2203215668837197,-1.2203215668837122,0.0,0.8778916621631054
0.25,0.08333333333333333,1.0000000000000027,0.02040816326530618,7,6.548917339522326,2.6645352591003757e-15,-1.6786549002170454,-1.6786549002170428,-1.4617130306582817,-1.3453215668837308,-1.461713030658285,-1.678654900217059,-1.6786549002170494,-1.4617130306582666,-1.3453215668837353,-1.4617130306582697,0.0,0.7705387780925096
0.25,0.125,1.000000000000004,0.020408163265306218,7,6.548917339522336,-9.769962616701378e-15,-1.9703215668837157,-1.9703215668837255,-1.75337969732496,-1.9703215668837128,-1.5794058256497094,-1.9703215668837182,-1.5794058256497245,-1.753379697324944,-1.753379697324949,-1.7533796973249312,0.0,0.05654719281546117
0.25,0.16666666666666666,1.0000000000000102,0.02040816326530634,7,6.548917339522376,0.21694186955875905,-2.261988233550393,-2.045046363991634,-2.2619882335504067,-1.8710724923163897,-2.0450463639916205,-2.2619882335504142,-2.2619882335503942,-2.045046363991608,-1.8710724923163893,-2.045046363991593,0.0,0.9889870603296933
0.25,0.20833333333333331,1.0000000000000102,0.020408163265306336,7,6.548917339522375,-2.0872192862952943e-14,-2.553654900217061,-2.553654900217082,-2.336713030658325,-2.553654900217087,-2.5536549002170785,-2.3367130306583106,-2.3367130306582853,-2.1627391589830984,-2.3367130306583017,-2.336713030658276,0.0,0.8588815104433165
0.25,0.25,1.0000000000000087,0.020408163265306308,7,6.548917339522365,-3.3306690738754696e-14,-2.8453215668837295,-2.845321566883763,-2.628379697325006,-2.845321566883754,-2.6283796973250286,-2.845321566883762,-2.6283796973249824,-2.6283796973249873,-2.6283796973249633,-2.6283796973249425,0.0,0.6565970085564495
0.25,0.29166666666666663,1.0000000000000038,0.020408163265306208,7,6.548917339522333,0.21694186955873063,-3.136988233550386,-2.920046363991655,-3.1369882335503974,-2.746072492316416,-2.9200463639916565,-3.136988233550389,-3.1369882335503947,-2.9200463639916134,-2.746072492316404,-2.9200463639916046,0.0,0.528694998014132
0.25,0.3333333333333333,1.0000000000000102,0.020408163265306336,7,6.548917339522374,-4.529709940470639e-14,-3.4286549002170714,-3.4286549002171167,-3.2117130306583617,-3.4286549002171083,-3.2117130306583683,-3.428654900217134,-3.211713030658332,-3.211713030658328,-3.211713030658313,-3.2117130306582924,0.0,0.8273578745549534
0.25,0.375,1.0000000000000102,0.02040816326530634,7,6.548917339522375,-5.240252676230739e-14,-3.720321566883738,-3.7203215668837903,-3.5033796973250406,-3.7203215668837752,-3.5033796973250606,-3.72032156688384,-3.5033796973250113,-3.5033796973250184,-3.5033796973249918,-3.5033796973249287,0.0,0.9934736332771674
0.25,0.41666666666666663,1.00000000000001,0.02040816326530633,7,6.548917339522372,-6.217248937900877e-14,-4.011988233550414,-4.011988233550476,-3.7950463639917382,-4.011988233550439,-3.795046363991727,-4.011988233550496,-3.7950463639916663,-3.7950463639916716,-3.795046363991639,-3.7950463639916157,0.0,0.2737699228161712
